node_id,node_type,is_collusion_suspect
user_275,user,False
user_276,user,False
user_277,user,False
user_278,user,False
user_279,user,False
user_280,user,False
user_281,user,False
user_282,user,False
user_283,user,False
user_284,user,False
user_285,user,False
user_286,user,False
user_287,user,False
user_288,user,False
user_289,user,False
user_290,user,False
user_291,user,False
user_292,user,False
user_293,user,False
user_294,user,False
user_295,user,False
user_296,user,False
user_297,user,False
user_298,user,False
user_299,user,False
user_300,user,False
user_301,user,False
user_302,user,False
user_303,user,False
user_304,user,False
user_305,user,False
user_306,user,False
user_307,user,False
user_308,user,False
user_309,user,False
user_310,user,False
user_311,user,False
user_312,user,False
user_313,user,False
user_314,user,False
user_315,user,False
user_316,user,False
user_317,user,False
user_318,user,False
user_319,user,False
user_320,user,False
user_321,user,False
user_322,user,False
user_323,user,False
user_324,user,False
user_325,user,False
user_326,user,False
user_327,user,False
user_328,user,False
user_329,user,False
user_330,user,False
user_331,user,False
user_332,user,False
user_333,user,False
user_334,user,False
user_335,user,False
user_336,user,False
user_337,user,False
user_338,user,False
user_339,user,False
user_340,user,False
user_341,user,False
user_342,user,False
user_343,user,False
user_344,user,False
user_345,user,False
user_346,user,False
user_347,user,False
user_348,user,False
user_349,user,False
user_350,user,False
user_351,user,False
user_352,user,False
user_353,user,False
user_354,user,False
user_355,user,False
user_356,user,False
user_357,user,False
user_358,user,False
user_359,user,False
user_360,user,False
user_361,user,False
user_362,user,False
user_363,user,False
user_364,user,False
user_365,user,False
user_366,user,False
user_367,user,False
user_368,user,False
user_369,user,False
user_370,user,False
user_371,user,False
user_372,user,False
user_373,user,False
user_374,user,False
user_375,user,False
user_376,user,False
user_377,user,False
user_378,user,False
user_379,user,False
user_380,user,False
user_381,user,False
user_382,user,False
user_383,user,False
user_384,user,False
user_385,user,False
user_386,user,False
user_387,user,False
user_388,user,False
user_389,user,False
user_390,user,False
user_391,user,False
user_392,user,False
user_393,user,False
user_394,user,False
user_395,user,False
user_396,user,False
user_397,user,False
user_398,user,False
user_399,user,False
user_400,user,False
user_401,user,False
user_402,user,False
user_403,user,False
user_404,user,False
user_405,user,False
user_406,user,False
user_407,user,False
user_408,user,False
user_409,user,False
user_410,user,False
user_411,user,False
user_412,user,False
user_413,user,False
user_414,user,False
user_415,user,False
user_416,user,False
user_417,user,False
user_418,user,False
user_419,user,False
user_420,user,False
user_421,user,False
user_422,user,False
user_423,user,False
user_424,user,False
user_425,user,False
user_426,user,False
user_427,user,False
user_428,user,False
user_429,user,False
user_430,user,False
user_431,user,False
user_432,user,False
user_433,user,False
user_434,user,False
user_435,user,False
user_436,user,False
user_437,user,False
user_438,user,False
user_439,user,False
user_440,user,False
user_441,user,False
user_442,user,False
user_443,user,False
user_444,user,False
user_445,user,False
user_446,user,False
user_447,user,False
user_448,user,False
user_449,user,True
user_450,user,False
user_451,user,False
user_452,user,False
user_453,user,False
user_454,user,False
user_455,user,False
user_456,user,False
user_457,user,False
user_458,user,False
user_459,user,False
user_460,user,False
user_461,user,False
user_462,user,False
user_463,user,False
user_464,user,False
user_465,user,False
user_466,user,False
user_467,user,False
user_468,user,False
user_469,user,False
user_470,user,False
user_471,user,False
user_472,user,False
user_473,user,False
user_474,user,False
user_475,user,False
user_476,user,False
user_477,user,False
user_478,user,False
user_479,user,False
user_480,user,False
user_481,user,False
user_482,user,False
user_483,user,False
user_484,user,False
user_485,user,False
user_486,user,False
user_487,user,False
user_488,user,False
user_489,user,False
user_490,user,True
user_491,user,False
user_492,user,False
user_493,user,False
user_494,user,False
user_495,user,False
user_496,user,False
user_497,user,False
user_498,user,False
user_499,user,False
user_500,user,False
user_501,user,False
user_502,user,False
user_503,user,False
user_504,user,False
user_505,user,False
user_506,user,False
user_507,user,False
user_508,user,False
user_509,user,False
user_510,user,False
user_511,user,False
user_512,user,False
user_513,user,False
user_514,user,False
user_515,user,False
user_516,user,False
user_517,user,False
user_518,user,False
user_519,user,False
user_520,user,False
user_521,user,False
user_522,user,False
user_523,user,False
user_524,user,False
user_525,user,False
user_526,user,False
user_527,user,False
user_528,user,False
user_529,user,False
user_530,user,False
user_531,user,False
user_532,user,False
user_533,user,False
user_534,user,False
user_535,user,False
user_536,user,False
user_537,user,False
user_538,user,False
user_539,user,False
user_540,user,False
user_541,user,False
user_542,user,False
user_543,user,False
user_544,user,False
user_545,user,False
user_546,user,False
user_547,user,False
user_548,user,False
user_549,user,False
user_550,user,False
user_551,user,False
user_552,user,False
user_553,user,False
user_554,user,False
user_555,user,False
user_556,user,False
user_557,user,False
user_558,user,False
user_559,user,False
user_560,user,False
user_561,user,False
user_562,user,False
user_563,user,False
user_564,user,False
user_565,user,False
user_566,user,False
user_567,user,False
user_568,user,False
user_569,user,False
user_570,user,False
user_571,user,False
user_572,user,False
user_573,user,False
user_574,user,False
user_575,user,False
user_576,user,False
user_577,user,False
user_578,user,False
user_579,user,False
user_580,user,False
user_581,user,False
user_582,user,False
user_583,user,False
user_584,user,False
user_585,user,False
user_586,user,False
user_587,user,False
user_588,user,False
user_589,user,False
user_590,user,False
user_591,user,False
user_592,user,False
user_593,user,False
user_594,user,False
user_595,user,False
user_596,user,False
user_597,user,False
user_598,user,False
user_599,user,False
user_600,user,False
user_601,user,False
user_602,user,False
user_603,user,False
user_604,user,False
user_605,user,False
user_606,user,False
user_607,user,False
user_608,user,False
user_609,user,False
user_610,user,False
user_611,user,False
user_612,user,False
user_613,user,False
user_614,user,False
user_615,user,False
user_616,user,False
user_617,user,False
user_618,user,False
user_619,user,False
user_620,user,False
user_621,user,False
user_622,user,False
user_623,user,False
user_624,user,False
user_625,user,False
user_626,user,False
user_627,user,False
user_628,user,False
user_629,user,False
user_630,user,False
user_631,user,False
user_632,user,False
user_633,user,False
user_634,user,False
user_635,user,False
user_636,user,False
user_637,user,False
user_638,user,False
user_639,user,False
user_640,user,False
user_641,user,False
user_642,user,False
user_643,user,False
user_644,user,False
user_645,user,False
user_646,user,False
user_647,user,False
user_648,user,False
user_649,user,False
user_650,user,False
user_651,user,False
user_652,user,False
user_653,user,False
user_654,user,False
user_655,user,False
user_656,user,False
user_657,user,False
user_658,user,False
user_659,user,False
user_660,user,False
user_661,user,False
user_662,user,False
user_663,user,False
user_664,user,False
user_665,user,False
user_666,user,False
user_667,user,False
user_668,user,False
user_669,user,False
user_670,user,False
user_671,user,False
user_672,user,False
user_673,user,False
user_674,user,False
user_675,user,False
user_676,user,False
user_677,user,False
user_678,user,False
user_679,user,False
user_680,user,False
user_681,user,False
user_682,user,False
user_683,user,False
user_684,user,False
user_685,user,False
user_686,user,False
user_687,user,False
user_688,user,False
user_689,user,False
user_690,user,False
user_691,user,False
user_692,user,False
user_693,user,False
user_694,user,False
user_695,user,False
user_696,user,False
user_697,user,False
user_698,user,False
user_699,user,False
user_700,user,False
user_701,user,False
user_702,user,False
user_703,user,False
user_704,user,False
user_705,user,False
user_706,user,False
user_707,user,False
user_708,user,False
user_709,user,False
user_710,user,False
user_711,user,False
user_712,user,False
user_713,user,False
user_714,user,False
user_715,user,False
user_716,user,False
user_717,user,False
user_718,user,False
user_719,user,False
user_720,user,False
user_721,user,False
user_722,user,False
user_723,user,False
user_724,user,False
user_725,user,False
user_726,user,False
user_727,user,False
user_728,user,False
user_729,user,False
user_730,user,False
user_731,user,False
user_732,user,False
user_733,user,False
user_734,user,False
user_735,user,False
user_736,user,False
user_737,user,False
user_738,user,False
user_739,user,False
user_740,user,False
user_741,user,False
user_742,user,False
user_743,user,False
user_744,user,False
user_745,user,False
user_746,user,False
user_747,user,False
user_748,user,False
user_749,user,False
user_750,user,False
user_751,user,False
user_752,user,False
user_753,user,False
user_754,user,False
user_755,user,False
user_756,user,False
user_757,user,False
user_758,user,False
user_759,user,False
user_760,user,False
user_761,user,False
user_762,user,False
user_763,user,False
user_764,user,False
user_765,user,False
user_766,user,False
user_767,user,False
user_768,user,False
user_769,user,False
user_770,user,False
user_771,user,False
user_772,user,False
user_773,user,False
user_774,user,False
user_775,user,False
user_776,user,False
user_777,user,False
user_778,user,False
user_779,user,False
user_780,user,False
user_781,user,False
user_782,user,False
user_783,user,False
user_784,user,False
user_785,user,False
user_786,user,False
user_787,user,False
user_788,user,False
user_789,user,False
user_790,user,False
user_791,user,False
user_792,user,False
user_793,user,False
user_794,user,False
user_795,user,False
user_796,user,False
user_797,user,False
user_798,user,False
user_799,user,False
user_800,user,False
user_801,user,False
user_802,user,False
user_803,user,False
user_804,user,False
user_805,user,False
user_806,user,False
user_807,user,False
user_808,user,False
user_809,user,False
user_810,user,False
user_811,user,False
user_812,user,False
user_813,user,False
user_814,user,False
user_815,user,False
user_816,user,False
user_817,user,False
user_818,user,False
user_819,user,False
user_820,user,False
user_821,user,False
user_822,user,False
user_823,user,False
user_824,user,False
user_825,user,False
user_826,user,False
user_827,user,False
user_828,user,False
user_829,user,False
user_830,user,False
user_831,user,False
user_832,user,False
user_833,user,True
user_834,user,False
user_835,user,False
user_836,user,False
user_837,user,False
user_838,user,False
user_839,user,False
user_840,user,False
user_841,user,False
user_842,user,False
user_843,user,False
user_844,user,False
user_845,user,False
user_846,user,False
user_847,user,False
user_848,user,False
user_849,user,False
user_850,user,False
user_851,user,False
user_852,user,False
user_853,user,False
user_854,user,False
user_855,user,False
user_856,user,False
user_857,user,False
user_858,user,False
user_859,user,False
user_860,user,False
user_861,user,False
user_862,user,False
user_863,user,False
user_864,user,False
user_865,user,False
user_866,user,False
user_867,user,False
user_868,user,False
user_869,user,False
user_870,user,False
user_871,user,False
user_872,user,False
user_873,user,False
user_874,user,False
user_875,user,False
user_876,user,False
user_877,user,False
user_878,user,False
user_879,user,False
user_880,user,False
user_881,user,False
user_882,user,False
user_883,user,False
user_884,user,False
user_885,user,False
user_886,user,False
user_887,user,False
user_888,user,False
user_889,user,False
user_890,user,False
user_891,user,False
user_892,user,False
user_893,user,False
user_894,user,False
user_895,user,False
user_896,user,False
user_897,user,False
user_898,user,False
user_899,user,False
user_900,user,False
user_901,user,False
user_902,user,False
user_903,user,False
user_904,user,False
user_905,user,False
user_906,user,False
user_907,user,False
user_908,user,False
user_909,user,False
user_910,user,False
user_911,user,False
user_912,user,False
user_913,user,False
user_914,user,False
user_915,user,False
user_916,user,False
user_917,user,False
user_918,user,False
user_919,user,False
user_920,user,False
user_921,user,False
user_922,user,False
user_923,user,False
user_924,user,False
user_925,user,False
user_926,user,False
user_927,user,False
user_928,user,False
user_929,user,False
user_930,user,False
user_931,user,False
user_932,user,False
user_933,user,False
user_934,user,False
user_935,user,False
user_936,user,False
user_937,user,False
user_938,user,False
user_939,user,False
user_940,user,False
user_941,user,False
user_942,user,False
user_943,user,False
user_944,user,False
user_945,user,False
user_946,user,False
user_947,user,False
user_948,user,False
user_949,user,False
user_950,user,False
user_951,user,False
user_952,user,False
user_953,user,False
user_954,user,False
user_955,user,False
user_956,user,False
user_957,user,False
user_958,user,False
user_959,user,False
user_960,user,False
user_961,user,False
user_962,user,False
user_963,user,False
user_964,user,False
user_965,user,False
user_966,user,False
user_967,user,False
user_968,user,False
user_969,user,False
user_970,user,False
user_971,user,False
user_972,user,False
user_973,user,False
user_974,user,False
user_975,user,False
user_976,user,False
user_977,user,False
user_978,user,False
user_979,user,False
user_980,user,False
user_981,user,False
user_982,user,False
user_983,user,False
user_984,user,False
user_985,user,False
user_986,user,False
user_987,user,False
user_988,user,False
user_989,user,False
user_990,user,False
user_991,user,False
user_992,user,False
user_993,user,False
user_994,user,False
user_995,user,False
user_996,user,False
user_997,user,False
user_998,user,False
user_999,user,False
user_1000,user,False
user_1001,user,False
user_1002,user,False
user_1003,user,False
user_1004,user,False
user_1005,user,False
user_1006,user,False
user_1007,user,False
user_1008,user,False
user_1009,user,False
user_1010,user,False
user_1011,user,False
user_1012,user,False
user_1013,user,False
user_1014,user,False
user_1015,user,False
user_1016,user,False
user_1017,user,False
user_1018,user,False
user_1019,user,False
user_1020,user,False
user_1021,user,False
user_1022,user,False
user_1023,user,False
user_1024,user,False
user_1025,user,False
user_1026,user,False
user_1027,user,False
user_1028,user,False
user_1029,user,False
user_1030,user,False
user_1031,user,False
user_1032,user,False
user_1033,user,False
user_1034,user,False
user_1035,user,False
user_1036,user,False
user_1037,user,False
user_1038,user,False
user_1039,user,False
user_1040,user,False
user_1041,user,False
user_1042,user,False
user_1043,user,False
user_1044,user,False
user_1045,user,False
user_1046,user,False
user_1047,user,False
user_1048,user,False
user_1049,user,False
user_1050,user,False
user_1051,user,False
user_1052,user,False
user_1053,user,False
user_1054,user,False
user_1055,user,False
user_1056,user,False
user_1057,user,False
user_1058,user,False
user_1059,user,False
user_1060,user,False
user_1061,user,False
user_1062,user,False
user_1063,user,False
user_1064,user,False
user_1065,user,False
user_1066,user,False
user_1067,user,False
user_1068,user,False
user_1069,user,False
user_1070,user,False
user_1071,user,False
user_1072,user,False
user_1073,user,False
user_1074,user,False
user_1075,user,False
user_1076,user,False
user_1077,user,False
user_1078,user,False
user_1079,user,False
user_1080,user,False
user_1081,user,False
user_1082,user,False
user_1083,user,False
user_1084,user,False
user_1085,user,False
user_1086,user,False
user_1087,user,False
user_1088,user,False
user_1089,user,False
user_1090,user,False
user_1091,user,False
user_1092,user,False
user_1093,user,False
user_1094,user,False
user_1095,user,False
user_1096,user,False
user_1097,user,False
user_1098,user,False
user_1099,user,False
user_1100,user,False
user_1101,user,False
user_1102,user,False
user_1103,user,False
user_1104,user,False
user_1105,user,False
user_1106,user,False
user_1107,user,False
user_1108,user,False
user_1109,user,False
user_1110,user,False
user_1111,user,False
user_1112,user,False
user_1113,user,False
user_1114,user,False
user_1115,user,False
user_1116,user,False
user_1117,user,False
user_1118,user,False
user_1119,user,False
user_1120,user,False
user_1121,user,False
user_1122,user,False
user_1123,user,False
user_1124,user,False
user_1125,user,False
user_1126,user,False
user_1127,user,False
user_1128,user,False
user_1129,user,False
user_1130,user,False
user_1131,user,False
user_1132,user,False
user_1133,user,False
user_1134,user,False
user_1135,user,False
user_1136,user,False
user_1137,user,False
user_1138,user,False
user_1139,user,False
user_1140,user,False
user_1141,user,False
user_1142,user,False
user_1143,user,False
user_1144,user,False
user_1145,user,False
user_1146,user,False
user_1147,user,False
user_1148,user,False
user_1149,user,False
user_1150,user,False
user_1151,user,False
user_1152,user,False
user_1153,user,False
user_1154,user,False
user_1155,user,False
user_1156,user,False
user_1157,user,False
user_1158,user,False
user_1159,user,False
user_1160,user,False
user_1161,user,False
user_1162,user,False
user_1163,user,False
user_1164,user,False
user_1165,user,False
user_1166,user,False
user_1167,user,False
user_1168,user,False
user_1169,user,False
user_1170,user,False
user_1171,user,False
user_1172,user,False
user_1173,user,False
user_1174,user,False
user_1175,user,False
user_1176,user,False
user_1177,user,False
user_1178,user,False
user_1179,user,False
user_1180,user,False
user_1181,user,False
user_1182,user,False
user_1183,user,False
user_1184,user,False
user_1185,user,False
user_1186,user,False
user_1187,user,False
user_1188,user,False
user_1189,user,False
user_1190,user,False
user_1191,user,False
user_1192,user,False
user_1193,user,False
user_1194,user,False
user_1195,user,False
user_1196,user,False
user_1197,user,False
user_1198,user,False
user_1199,user,False
user_1200,user,False
user_1201,user,False
user_1202,user,False
user_1203,user,False
user_1204,user,False
user_1205,user,False
user_1206,user,False
user_1207,user,False
user_1208,user,False
user_1209,user,False
user_1210,user,False
user_1211,user,False
user_1212,user,False
user_1213,user,False
user_1214,user,False
user_1215,user,False
user_1216,user,False
user_1217,user,False
user_1218,user,False
user_1219,user,False
user_1220,user,False
user_1221,user,False
user_1222,user,False
user_1223,user,False
user_1224,user,False
user_1225,user,False
user_1226,user,False
user_1227,user,False
user_1228,user,False
user_1229,user,False
user_1230,user,False
user_1231,user,False
user_1232,user,False
user_1233,user,False
user_1234,user,False
user_1235,user,False
user_1236,user,False
user_1237,user,False
user_1238,user,False
user_1239,user,False
user_1240,user,False
user_1241,user,False
user_1242,user,False
user_1243,user,False
user_1244,user,False
user_1245,user,False
user_1246,user,False
user_1247,user,False
user_1248,user,False
user_1249,user,False
user_1250,user,False
user_1251,user,False
user_1252,user,False
user_1253,user,False
user_1254,user,False
user_1255,user,False
user_1256,user,False
user_1257,user,False
user_1258,user,False
user_1259,user,False
user_1260,user,False
user_1261,user,False
user_1262,user,False
user_1263,user,False
user_1264,user,False
user_1265,user,False
user_1266,user,False
user_1267,user,False
user_1268,user,False
user_1269,user,False
user_1270,user,False
user_1271,user,False
user_1272,user,False
user_1273,user,False
user_1274,user,False
user_1275,user,False
user_1276,user,False
user_1277,user,False
user_1278,user,False
user_1279,user,False
user_1280,user,False
user_1281,user,False
user_1282,user,False
user_1283,user,False
user_1284,user,False
user_1285,user,False
user_1286,user,False
user_1287,user,False
user_1288,user,False
user_1289,user,False
user_1290,user,False
user_1291,user,False
user_1292,user,False
user_1293,user,False
user_1294,user,False
user_1295,user,False
user_1296,user,False
user_1297,user,False
user_1298,user,False
user_1299,user,False
user_1300,user,False
user_1301,user,False
user_1302,user,False
user_1303,user,False
user_1304,user,False
user_1305,user,False
user_1306,user,False
user_1307,user,False
user_1308,user,False
user_1309,user,False
user_1310,user,False
user_1311,user,False
user_1312,user,False
user_1313,user,False
user_1314,user,False
user_1315,user,False
user_1316,user,False
user_1317,user,False
user_1318,user,False
user_1319,user,False
user_1320,user,False
user_1321,user,False
user_1322,user,False
user_1323,user,False
user_1324,user,False
user_1325,user,False
user_1326,user,False
user_1327,user,False
user_1328,user,False
user_1329,user,False
user_1330,user,False
user_1331,user,False
user_1332,user,False
user_1333,user,False
user_1334,user,False
user_1335,user,False
user_1336,user,False
user_1337,user,False
user_1338,user,False
user_1339,user,False
user_1340,user,False
user_1341,user,False
user_1342,user,False
user_1343,user,False
user_1344,user,False
user_1345,user,False
user_1346,user,False
user_1347,user,False
user_1348,user,False
user_1349,user,False
user_1350,user,False
user_1351,user,False
user_1352,user,False
user_1353,user,False
user_1354,user,False
user_1355,user,False
user_1356,user,False
user_1357,user,False
user_1358,user,False
user_1359,user,False
user_1360,user,False
user_1361,user,False
user_1362,user,False
user_1363,user,False
user_1364,user,False
user_1365,user,False
user_1366,user,False
user_1367,user,False
user_1368,user,False
user_1369,user,False
user_1370,user,False
user_1371,user,False
user_1372,user,False
user_1373,user,False
user_1374,user,False
user_1375,user,False
user_1376,user,False
user_1377,user,False
user_1378,user,False
user_1379,user,False
user_1380,user,False
user_1381,user,False
user_1382,user,False
user_1383,user,False
user_1384,user,False
user_1385,user,False
user_1386,user,False
user_1387,user,False
user_1388,user,False
user_1389,user,False
user_1390,user,False
user_1391,user,False
user_1392,user,False
user_1393,user,False
user_1394,user,False
user_1395,user,False
user_1396,user,False
user_1397,user,False
user_1398,user,False
user_1399,user,False
user_1400,user,False
user_1401,user,False
user_1402,user,False
user_1403,user,False
user_1404,user,False
user_1405,user,False
user_1406,user,False
user_1407,user,False
user_1408,user,False
user_1409,user,False
user_1410,user,False
user_1411,user,False
user_1412,user,False
user_1413,user,False
user_1414,user,False
user_1415,user,False
user_1416,user,False
user_1417,user,False
user_1418,user,False
user_1419,user,False
user_1420,user,False
user_1421,user,False
user_1422,user,False
user_1423,user,False
user_1424,user,False
user_1425,user,False
user_1426,user,False
user_1427,user,False
user_1428,user,False
user_1429,user,False
user_1430,user,False
user_1431,user,False
user_1432,user,False
user_1433,user,False
user_1434,user,False
user_1435,user,False
user_1436,user,False
user_1437,user,False
user_1438,user,False
user_1439,user,False
user_1440,user,False
user_1441,user,False
user_1442,user,False
user_1443,user,False
user_1444,user,False
user_1445,user,False
user_1446,user,False
user_1447,user,False
user_1448,user,False
user_1449,user,False
user_1450,user,False
user_1451,user,False
user_1452,user,False
user_1453,user,False
user_1454,user,False
user_1455,user,False
user_1456,user,False
user_1457,user,False
user_1458,user,False
user_1459,user,False
user_1460,user,False
user_1461,user,False
user_1462,user,False
user_1463,user,False
user_1464,user,True
user_1465,user,False
user_1466,user,False
user_1467,user,False
user_1468,user,False
user_1469,user,False
user_1470,user,False
user_1471,user,False
user_1472,user,False
user_1473,user,False
user_1474,user,False
user_1475,user,False
user_1476,user,False
user_1477,user,False
user_1478,user,False
user_1479,user,False
user_1480,user,False
user_1481,user,False
user_1482,user,False
user_1483,user,False
user_1484,user,False
user_1485,user,False
user_1486,user,False
user_1487,user,False
user_1488,user,False
user_1489,user,False
user_1490,user,False
user_1491,user,False
user_1492,user,False
user_1493,user,False
user_1494,user,False
user_1495,user,False
user_1496,user,False
user_1497,user,False
user_1498,user,False
user_1499,user,False
user_1500,user,False
user_1501,user,False
user_1502,user,False
user_1503,user,False
user_1504,user,False
user_1505,user,False
user_1506,user,False
user_1507,user,False
user_1508,user,False
user_1509,user,False
user_1510,user,False
user_1511,user,False
user_1512,user,False
user_1513,user,False
user_1514,user,False
user_1515,user,False
user_1516,user,False
user_1517,user,False
user_1518,user,False
user_1519,user,False
user_1520,user,False
user_1521,user,False
user_1522,user,False
user_1523,user,False
user_1524,user,False
user_1525,user,False
user_1526,user,False
user_1527,user,False
user_1528,user,False
user_1529,user,False
user_1530,user,False
user_1531,user,False
user_1532,user,False
user_1533,user,False
user_1534,user,False
user_1535,user,False
user_1536,user,False
user_1537,user,False
user_1538,user,False
user_1539,user,False
user_1540,user,False
user_1541,user,False
user_1542,user,False
user_1543,user,False
user_1544,user,False
user_1545,user,False
user_1546,user,False
user_1547,user,False
user_1548,user,False
user_1549,user,False
user_1550,user,False
user_1551,user,False
user_1552,user,False
user_1553,user,False
user_1554,user,False
user_1555,user,False
user_1556,user,False
user_1557,user,False
user_1558,user,False
user_1559,user,False
user_1560,user,False
user_1561,user,False
user_1562,user,False
user_1563,user,False
user_1564,user,False
user_1565,user,False
user_1566,user,False
user_1567,user,False
user_1568,user,False
user_1569,user,False
user_1570,user,False
user_1571,user,False
user_1572,user,False
user_1573,user,False
user_1574,user,False
user_1575,user,False
user_1576,user,False
user_1577,user,False
user_1578,user,False
user_1579,user,False
user_1580,user,False
user_1581,user,False
user_1582,user,False
user_1583,user,False
user_1584,user,False
user_1585,user,False
user_1586,user,False
user_1587,user,False
user_1588,user,False
user_1589,user,False
user_1590,user,False
user_1591,user,False
user_1592,user,False
user_1593,user,False
user_1594,user,False
user_1595,user,False
user_1596,user,False
user_1597,user,False
user_1598,user,False
user_1599,user,False
user_1600,user,False
user_1601,user,False
user_1602,user,False
user_1603,user,False
user_1604,user,False
user_1605,user,False
user_1606,user,False
user_1607,user,False
user_1608,user,False
user_1609,user,False
user_1610,user,False
user_1611,user,False
user_1612,user,False
user_1613,user,False
user_1614,user,False
user_1615,user,False
user_1616,user,False
user_1617,user,False
user_1618,user,False
user_1619,user,False
user_1620,user,False
user_1621,user,False
user_1622,user,False
user_1623,user,False
user_1624,user,False
user_1625,user,False
user_1626,user,False
user_1627,user,False
user_1628,user,False
user_1629,user,False
user_1630,user,False
user_1631,user,False
user_1632,user,False
user_1633,user,False
user_1634,user,False
user_1635,user,False
user_1636,user,False
user_1637,user,False
user_1638,user,False
user_1639,user,False
user_1640,user,False
user_1641,user,False
user_1642,user,False
user_1643,user,False
user_1644,user,False
user_1645,user,False
user_1646,user,False
user_1647,user,False
user_1648,user,False
user_1649,user,False
user_1650,user,False
user_1651,user,False
user_1652,user,False
user_1653,user,False
user_1654,user,False
user_1655,user,False
user_1656,user,False
user_1657,user,False
user_1658,user,False
user_1659,user,False
user_1660,user,False
user_1661,user,False
