source,target,edge_type,is_fraud_edge,timestamp
user_27,driver_555,completed_ride,False,2025-10-21 14:07:01.810322
user_28,driver_889,completed_ride,False,2025-10-23 16:10:01.589408
user_28,driver_948,completed_ride,False,2025-10-24 21:20:01.714692
user_29,driver_1052,completed_ride,False,2025-10-24 16:45:01.558650
user_29,driver_460,completed_ride,False,2025-10-20 13:33:01.565179
user_29,driver_267,completed_ride,False,2025-10-26 09:40:01.671825
user_29,driver_853,completed_ride,False,2025-10-26 16:17:01.698699
user_29,driver_1812,completed_ride,False,2025-10-21 22:18:01.784976
user_30,driver_839,completed_ride,False,2025-10-22 07:39:01.665005
user_30,driver_1734,completed_ride,False,2025-10-21 07:15:01.703631
user_31,driver_162,completed_ride,False,2025-10-20 21:11:01.726148
user_32,driver_212,completed_ride,False,2025-10-25 02:25:01.565179
user_32,driver_560,completed_ride,False,2025-10-20 13:54:01.614868
user_32,driver_889,completed_ride,False,2025-10-26 17:28:01.677830
user_33,driver_297,completed_ride,False,2025-10-26 01:23:01.553969
user_33,driver_598,completed_ride,False,2025-10-22 08:38:01.569270
user_33,driver_994,completed_ride,False,2025-10-25 01:29:01.667086
user_33,driver_1519,completed_ride,False,2025-10-23 02:01:01.711687
user_33,driver_1656,completed_ride,False,2025-10-21 05:29:01.782397
user_34,driver_1011,completed_ride,False,2025-10-25 20:12:01.633921
user_34,driver_847,completed_ride,False,2025-10-23 20:57:01.660601
user_34,driver_343,completed_ride,False,2025-10-26 04:46:01.683657
user_35,driver_532,completed_ride,False,2025-10-21 18:18:01.503729
user_35,driver_352,completed_ride,False,2025-10-20 11:38:01.736030
user_35,driver_584,completed_ride,False,2025-10-26 14:17:01.809246
user_36,driver_1688,completed_ride,False,2025-10-22 00:38:01.507721
user_36,driver_794,completed_ride,False,2025-10-27 07:05:01.510427
user_36,driver_1895,completed_ride,False,2025-10-22 20:59:01.520024
user_36,driver_477,completed_ride,False,2025-10-22 22:15:01.536300
user_36,driver_714,completed_ride,False,2025-10-26 04:18:01.583894
user_36,driver_80,completed_ride,False,2025-10-22 23:08:01.736030
user_36,driver_260,completed_ride,False,2025-10-21 04:24:01.737533
user_36,driver_1729,completed_ride,False,2025-10-21 21:51:01.750567
user_37,driver_1979,completed_ride,False,2025-10-24 00:54:01.487632
user_37,driver_1265,completed_ride,False,2025-10-24 17:11:01.601864
user_37,driver_1423,completed_ride,False,2025-10-24 15:44:01.619604
user_37,driver_1828,completed_ride,False,2025-10-25 00:41:01.674826
user_37,driver_1289,completed_ride,False,2025-10-22 13:57:01.789070
user_37,driver_894,completed_ride,False,2025-10-24 10:11:01.821362
user_38,driver_338,completed_ride,False,2025-10-22 08:08:01.476190
user_38,driver_683,completed_ride,False,2025-10-26 13:24:01.705548
user_39,driver_137,completed_ride,False,2025-10-26 14:53:01.573222
user_39,driver_104,completed_ride,False,2025-10-24 06:11:01.603367
user_39,driver_1503,completed_ride,False,2025-10-22 05:00:01.691161
user_39,driver_1581,completed_ride,False,2025-10-23 09:48:01.723136
user_39,driver_281,completed_ride,False,2025-10-23 05:34:01.724142
user_39,driver_1713,completed_ride,False,2025-10-25 16:32:01.725138
user_39,driver_1817,completed_ride,False,2025-10-24 09:49:01.788060
user_39,driver_94,completed_ride,False,2025-10-26 05:08:01.790067
user_40,driver_448,completed_ride,False,2025-10-21 10:17:01.573222
user_40,driver_784,completed_ride,False,2025-10-23 15:08:01.592270
user_40,driver_783,completed_ride,False,2025-10-20 20:30:01.618503
user_40,driver_1992,completed_ride,False,2025-10-21 04:18:01.644000
user_40,driver_19,completed_ride,False,2025-10-21 15:15:01.647887
user_40,driver_816,completed_ride,False,2025-10-27 08:50:01.793086
user_40,driver_1991,completed_ride,False,2025-10-23 23:29:01.819758
user_41,driver_40,completed_ride,False,2025-10-20 12:57:01.625489
user_41,driver_948,completed_ride,False,2025-10-20 12:02:01.660601
user_41,driver_593,completed_ride,False,2025-10-24 15:37:01.668097
user_41,driver_20,completed_ride,False,2025-10-21 22:54:01.725138
user_41,driver_480,completed_ride,False,2025-10-23 06:39:01.823869
user_42,driver_414,completed_ride,False,2025-10-23 09:59:01.612834
user_42,driver_1972,completed_ride,False,2025-10-22 18:31:01.616835
user_42,driver_1540,completed_ride,False,2025-10-21 00:37:01.816758
user_43,driver_1528,completed_ride,False,2025-10-27 00:15:01.520024
user_43,driver_1689,completed_ride,False,2025-10-20 18:15:01.653587
user_44,driver_304,completed_ride,False,2025-10-27 05:50:01.502442
user_44,driver_71,completed_ride,False,2025-10-25 02:01:01.589408
user_44,driver_948,completed_ride,False,2025-10-22 20:00:01.839890
user_45,driver_219,completed_ride,False,2025-10-22 04:12:01.505723
user_45,driver_120,completed_ride,False,2025-10-26 11:58:01.625489
user_45,driver_1944,completed_ride,False,2025-10-21 05:31:01.671825
user_45,driver_1288,completed_ride,False,2025-10-22 23:24:01.817758
user_46,driver_1651,completed_ride,False,2025-10-20 14:53:01.553969
user_46,driver_1530,completed_ride,False,2025-10-22 23:27:01.589408
user_46,driver_1169,completed_ride,False,2025-10-21 07:50:01.614868
user_46,driver_927,completed_ride,False,2025-10-22 03:22:01.718779
user_46,driver_1349,completed_ride,False,2025-10-22 05:10:01.790067
user_47,driver_440,completed_ride,False,2025-10-27 02:28:01.492590
user_47,driver_1329,completed_ride,False,2025-10-23 09:29:01.550015
user_47,driver_190,completed_ride,False,2025-10-23 11:31:01.678826
user_47,driver_1246,completed_ride,False,2025-10-27 04:38:01.687657
user_47,driver_297,completed_ride,False,2025-10-20 12:54:01.724142
user_47,driver_42,completed_ride,False,2025-10-25 05:48:01.789070
user_48,driver_597,completed_ride,False,2025-10-27 01:29:01.604433
user_48,driver_512,completed_ride,False,2025-10-21 02:59:01.640000
user_48,driver_1816,completed_ride,False,2025-10-24 13:42:01.784976
user_49,driver_883,completed_ride,False,2025-10-23 19:18:01.592270
user_49,driver_1903,completed_ride,False,2025-10-23 01:00:01.742549
user_50,driver_1295,completed_ride,False,2025-10-23 10:02:01.626572
user_50,driver_742,completed_ride,False,2025-10-25 14:43:01.639011
user_50,driver_633,completed_ride,False,2025-10-22 12:22:01.749571
user_50,driver_266,completed_ride,False,2025-10-26 02:03:01.749571
user_50,driver_368,completed_ride,False,2025-10-24 02:25:01.785981
user_51,driver_1425,completed_ride,False,2025-10-25 11:19:01.506707
user_51,driver_1157,completed_ride,False,2025-10-23 03:30:01.507721
user_51,driver_1538,completed_ride,False,2025-10-25 05:39:01.572975
user_51,driver_1696,completed_ride,False,2025-10-22 02:45:01.619604
user_51,driver_1354,completed_ride,False,2025-10-25 13:46:01.631623
user_51,driver_1642,completed_ride,False,2025-10-25 04:47:01.673912
user_51,driver_417,completed_ride,False,2025-10-23 13:07:01.726148
user_51,driver_55,completed_ride,False,2025-10-21 10:09:01.742549
user_52,driver_1295,completed_ride,False,2025-10-21 13:04:01.630114
user_52,driver_1144,completed_ride,False,2025-10-26 22:51:01.667086
user_52,driver_563,completed_ride,False,2025-10-20 23:05:01.733952
user_52,driver_461,completed_ride,False,2025-10-23 23:21:01.818758
user_52,driver_1875,completed_ride,False,2025-10-21 15:41:01.835383
user_53,driver_550,completed_ride,False,2025-10-24 17:42:01.687657
user_53,driver_112,completed_ride,False,2025-10-22 01:15:01.708643
user_53,driver_390,completed_ride,False,2025-10-26 18:32:01.730330
user_53,driver_967,completed_ride,False,2025-10-22 21:01:01.790067
user_54,driver_1108,completed_ride,False,2025-10-21 06:44:01.481164
user_54,driver_1216,completed_ride,False,2025-10-20 15:58:01.520024
user_54,driver_254,completed_ride,False,2025-10-25 01:45:01.569270
user_54,driver_1794,completed_ride,False,2025-10-25 14:49:01.706642
user_55,driver_1190,completed_ride,False,2025-10-26 05:14:01.489619
user_55,driver_1443,completed_ride,False,2025-10-26 17:00:01.529088
user_55,driver_865,completed_ride,False,2025-10-20 11:43:01.594271
user_55,driver_1313,completed_ride,False,2025-10-20 18:04:01.605459
user_56,driver_1934,completed_ride,False,2025-10-26 13:10:01.479656
user_56,driver_1067,completed_ride,False,2025-10-24 20:47:01.520024
user_56,driver_1977,completed_ride,False,2025-10-22 16:02:01.673912
user_56,driver_726,completed_ride,False,2025-10-22 06:22:01.813755
user_57,driver_764,completed_ride,False,2025-10-24 16:24:01.791664
user_57,driver_1657,completed_ride,False,2025-10-26 13:10:01.833379
user_58,driver_1331,completed_ride,False,2025-10-26 15:07:01.529088
user_58,driver_1592,completed_ride,False,2025-10-25 12:08:01.587411
user_58,driver_529,completed_ride,False,2025-10-23 09:44:01.639011
user_58,driver_1946,completed_ride,False,2025-10-22 23:35:01.656488
user_60,driver_885,completed_ride,False,2025-10-24 09:14:01.510427
user_60,driver_1774,completed_ride,False,2025-10-25 11:36:01.550015
user_60,driver_908,completed_ride,False,2025-10-22 06:51:01.654494
user_61,driver_1096,completed_ride,False,2025-10-23 12:49:01.486612
user_61,driver_634,completed_ride,False,2025-10-22 13:59:01.487632
user_61,driver_1077,completed_ride,False,2025-10-26 15:40:01.670094
user_62,driver_1261,completed_ride,False,2025-10-20 20:06:01.556670
user_62,driver_1438,completed_ride,False,2025-10-24 14:40:01.590408
user_63,driver_1676,completed_ride,False,2025-10-23 22:44:01.538297
user_63,driver_730,completed_ride,False,2025-10-25 15:08:01.571872
user_63,driver_1155,completed_ride,False,2025-10-24 06:17:01.631920
user_63,driver_39,completed_ride,False,2025-10-22 11:38:01.808353
user_64,driver_1308,completed_ride,False,2025-10-24 08:09:01.527174
user_64,driver_357,completed_ride,False,2025-10-24 00:13:01.565179
user_64,driver_1424,completed_ride,False,2025-10-20 11:41:01.658486
user_64,driver_1123,completed_ride,False,2025-10-24 02:21:01.683657
user_64,driver_1314,completed_ride,False,2025-10-26 02:04:01.729331
user_64,driver_1001,completed_ride,False,2025-10-20 20:00:01.795595
user_64,driver_567,completed_ride,False,2025-10-22 15:46:01.834382
user_64,driver_87,completed_ride,False,2025-10-25 08:42:01.839890
user_65,driver_1058,completed_ride,False,2025-10-23 12:13:01.594271
user_65,driver_421,completed_ride,False,2025-10-21 01:33:01.698699
user_65,driver_1725,completed_ride,False,2025-10-22 22:24:01.749571
user_65,driver_1652,completed_ride,False,2025-10-23 15:41:01.794084
user_65,driver_819,completed_ride,False,2025-10-24 02:10:01.816758
user_66,driver_211,completed_ride,False,2025-10-26 19:19:01.484530
user_66,driver_1827,completed_ride,False,2025-10-22 09:34:01.505723
user_66,driver_829,completed_ride,False,2025-10-21 16:45:01.539304
user_66,driver_743,completed_ride,False,2025-10-21 07:21:01.541643
user_66,driver_954,completed_ride,False,2025-10-23 06:36:01.698699
user_66,driver_530,completed_ride,False,2025-10-21 11:09:01.736030
user_67,driver_716,completed_ride,False,2025-10-26 05:30:01.614868
user_67,driver_527,completed_ride,False,2025-10-22 20:57:01.672825
user_68,driver_1500,completed_ride,False,2025-10-24 07:06:01.502634
user_68,driver_1053,completed_ride,False,2025-10-25 03:43:01.675826
user_68,driver_1840,completed_ride,False,2025-10-26 05:05:01.737533
user_68,driver_1155,completed_ride,False,2025-10-24 13:23:01.790067
user_69,driver_992,completed_ride,False,2025-10-24 00:10:01.629102
user_69,driver_859,completed_ride,False,2025-10-23 13:09:01.805327
user_70,driver_239,completed_ride,False,2025-10-23 04:39:01.527174
user_70,driver_1118,completed_ride,False,2025-10-23 08:25:01.599271
user_70,driver_1956,completed_ride,False,2025-10-20 14:20:01.790067
user_70,driver_1693,completed_ride,False,2025-10-26 08:45:01.793086
user_70,driver_1855,completed_ride,False,2025-10-21 02:28:01.794084
user_71,driver_1533,completed_ride,False,2025-10-22 18:17:01.675826
user_71,driver_1875,completed_ride,False,2025-10-24 13:52:01.793086
user_71,driver_145,completed_ride,False,2025-10-22 18:35:01.832379
user_72,driver_4,completed_ride,False,2025-10-21 03:38:01.482271
user_72,driver_390,completed_ride,False,2025-10-21 14:51:01.544928
user_72,driver_728,completed_ride,False,2025-10-22 05:58:01.779376
user_72,driver_589,completed_ride,False,2025-10-20 13:48:01.787057
user_72,driver_1203,completed_ride,False,2025-10-21 22:36:01.789070
user_72,driver_822,completed_ride,False,2025-10-27 07:05:01.838890
user_73,driver_833,completed_ride,False,2025-10-21 06:52:01.605459
user_73,driver_490,completed_ride,False,2025-10-22 06:06:01.675826
user_73,driver_1051,completed_ride,False,2025-10-25 06:57:01.832379
user_74,driver_1932,completed_ride,False,2025-10-21 07:39:01.513987
user_74,driver_377,completed_ride,False,2025-10-21 00:51:01.548010
user_74,driver_682,completed_ride,False,2025-10-21 11:27:01.630114
user_74,driver_771,completed_ride,False,2025-10-23 10:55:01.691161
user_74,driver_775,completed_ride,False,2025-10-26 08:59:01.719703
user_74,driver_1789,completed_ride,False,2025-10-23 14:50:01.805327
user_75,driver_797,completed_ride,False,2025-10-24 00:48:01.535304
user_75,driver_1106,completed_ride,False,2025-10-21 19:30:01.571872
user_75,driver_1717,completed_ride,False,2025-10-27 01:45:01.791664
user_76,driver_1836,completed_ride,False,2025-10-26 12:53:01.519085
user_76,driver_1351,completed_ride,False,2025-10-25 03:45:01.675826
user_76,driver_17,completed_ride,False,2025-10-23 09:25:01.684679
user_76,driver_33,completed_ride,False,2025-10-22 05:31:01.684679
user_77,driver_1091,completed_ride,False,2025-10-22 08:06:01.530088
user_77,driver_1185,completed_ride,False,2025-10-22 18:17:01.658486
user_77,driver_22,completed_ride,False,2025-10-25 22:02:01.661993
user_77,driver_1471,completed_ride,False,2025-10-24 16:39:01.664084
user_78,driver_1295,completed_ride,False,2025-10-25 11:47:01.684679
user_78,driver_1547,completed_ride,False,2025-10-21 22:44:01.686660
user_78,driver_1448,completed_ride,False,2025-10-24 19:58:01.735028
user_78,driver_1542,completed_ride,False,2025-10-23 16:28:01.808353
user_79,driver_333,completed_ride,False,2025-10-20 18:10:01.614868
user_79,driver_414,completed_ride,False,2025-10-22 04:26:01.798600
user_79,driver_1973,completed_ride,False,2025-10-21 15:18:01.809246
user_80,driver_1113,completed_ride,False,2025-10-21 00:02:01.635938
user_80,driver_1663,completed_ride,False,2025-10-27 08:17:01.638007
user_80,driver_1310,completed_ride,False,2025-10-26 19:05:01.794084
user_81,driver_951,completed_ride,False,2025-10-27 05:39:01.538297
user_81,driver_1919,completed_ride,False,2025-10-22 22:26:01.541643
user_81,driver_1970,completed_ride,False,2025-10-22 04:02:01.601864
user_81,driver_313,completed_ride,False,2025-10-24 18:19:01.727149
user_82,driver_1948,completed_ride,False,2025-10-26 08:51:01.544015
user_82,driver_1044,completed_ride,False,2025-10-22 05:24:01.579223
user_82,driver_1789,completed_ride,False,2025-10-20 12:34:01.652077
user_83,driver_316,completed_ride,False,2025-10-22 04:58:01.506707
user_83,driver_157,completed_ride,False,2025-10-25 01:39:01.541643
user_83,driver_1816,completed_ride,False,2025-10-27 05:04:01.646887
user_84,driver_1906,completed_ride,False,2025-10-23 13:18:01.780375
user_85,driver_1160,completed_ride,False,2025-10-24 14:40:01.516065
user_85,driver_68,completed_ride,False,2025-10-21 08:59:01.530088
user_85,driver_104,completed_ride,False,2025-10-26 12:38:01.552968
user_85,driver_244,completed_ride,False,2025-10-21 19:42:01.605459
user_85,driver_186,completed_ride,False,2025-10-24 04:20:01.638007
user_85,driver_963,completed_ride,False,2025-10-21 14:59:01.836386
user_86,driver_1370,completed_ride,False,2025-10-21 00:32:01.503729
user_86,driver_1694,completed_ride,False,2025-10-24 18:25:01.587411
user_86,driver_693,completed_ride,False,2025-10-20 22:53:01.634941
user_87,driver_1257,completed_ride,False,2025-10-23 09:28:01.526172
user_87,driver_279,completed_ride,False,2025-10-21 18:18:01.539304
user_87,driver_213,completed_ride,False,2025-10-23 21:14:01.655489
user_87,driver_1195,completed_ride,False,2025-10-24 10:31:01.778376
user_88,driver_1115,completed_ride,False,2025-10-22 13:58:01.576223
user_88,driver_1548,completed_ride,False,2025-10-23 12:12:01.828872
user_89,driver_1042,completed_ride,False,2025-10-24 19:07:01.535304
user_89,driver_1415,completed_ride,False,2025-10-21 07:24:01.815758
user_89,driver_1341,collusion_ride,True,2025-10-27 09:19:01.851499
user_89,driver_380,collusion_ride,True,2025-10-27 07:46:01.851603
user_89,driver_1099,collusion_ride,True,2025-10-27 07:56:01.851603
user_89,driver_1034,collusion_ride,True,2025-10-27 08:42:01.851603
user_89,driver_188,collusion_ride,True,2025-10-27 09:05:01.851603
user_90,driver_152,completed_ride,False,2025-10-20 20:27:01.476190
user_90,driver_958,completed_ride,False,2025-10-20 15:47:01.496592
user_90,driver_1768,completed_ride,False,2025-10-26 05:41:01.565179
user_90,driver_1564,completed_ride,False,2025-10-23 18:31:01.612834
user_90,driver_260,completed_ride,False,2025-10-21 17:10:01.623570
user_90,driver_832,completed_ride,False,2025-10-26 12:02:01.638007
user_90,driver_1382,completed_ride,False,2025-10-24 08:08:01.826869
user_90,driver_1013,completed_ride,False,2025-10-25 12:17:01.834382
user_91,driver_1538,completed_ride,False,2025-10-25 16:06:01.499684
user_91,driver_1487,completed_ride,False,2025-10-25 19:18:01.612688
user_91,driver_1793,completed_ride,False,2025-10-22 15:50:01.662999
user_91,driver_1561,completed_ride,False,2025-10-23 10:21:01.724142
user_91,driver_1873,completed_ride,False,2025-10-22 15:21:01.838890
user_92,driver_247,completed_ride,False,2025-10-21 23:44:01.499684
user_92,driver_804,completed_ride,False,2025-10-22 10:39:01.622486
user_92,driver_703,completed_ride,False,2025-10-21 17:38:01.711158
user_93,driver_344,completed_ride,False,2025-10-21 17:41:01.489619
user_93,driver_193,completed_ride,False,2025-10-21 07:35:01.566272
user_93,driver_159,completed_ride,False,2025-10-23 16:41:01.621606
user_93,driver_551,completed_ride,False,2025-10-26 10:44:01.656488
user_93,driver_852,completed_ride,False,2025-10-22 04:09:01.715746
user_94,driver_56,completed_ride,False,2025-10-22 20:42:01.490632
user_94,driver_947,completed_ride,False,2025-10-27 02:50:01.578224
user_94,driver_1863,completed_ride,False,2025-10-24 08:30:01.726148
user_94,driver_207,completed_ride,False,2025-10-20 12:54:01.839890
user_95,driver_1999,completed_ride,False,2025-10-26 19:31:01.566272
user_95,driver_971,completed_ride,False,2025-10-25 07:39:01.630114
user_95,driver_1719,completed_ride,False,2025-10-26 14:42:01.723136
user_95,driver_383,completed_ride,False,2025-10-24 12:59:01.809246
user_95,driver_814,completed_ride,False,2025-10-20 19:33:01.813755
user_95,driver_558,completed_ride,False,2025-10-20 11:00:01.817758
user_96,driver_886,completed_ride,False,2025-10-26 22:56:01.492590
user_96,driver_1228,completed_ride,False,2025-10-23 09:56:01.529088
user_96,driver_630,completed_ride,False,2025-10-22 02:39:01.542926
user_96,driver_1743,completed_ride,False,2025-10-23 06:14:01.825869
user_96,driver_766,completed_ride,False,2025-10-21 04:37:01.832379
user_97,driver_355,completed_ride,False,2025-10-27 08:25:01.553969
user_97,driver_1119,completed_ride,False,2025-10-26 06:41:01.566272
user_97,driver_299,completed_ride,False,2025-10-25 22:55:01.597341
user_97,driver_1667,completed_ride,False,2025-10-21 15:10:01.781375
user_97,driver_955,completed_ride,False,2025-10-26 12:48:01.795595
user_98,driver_1546,completed_ride,False,2025-10-23 09:39:01.557663
user_98,driver_408,completed_ride,False,2025-10-23 01:08:01.650495
user_99,driver_1118,completed_ride,False,2025-10-21 09:45:01.542706
user_99,driver_344,completed_ride,False,2025-10-24 11:39:01.590408
user_99,driver_870,completed_ride,False,2025-10-25 21:54:01.673912
user_99,driver_956,completed_ride,False,2025-10-26 16:10:01.794084
user_100,driver_94,completed_ride,False,2025-10-25 13:06:01.552689
user_100,driver_592,completed_ride,False,2025-10-27 03:55:01.683657
